,view_num,inform_num,inform_id,reported_id,reported_address,post_time,reported_credit,weibo_content,repost_num,likes,comment_num,id_tweets,id_following,id_follower,label
4277,106.0,1.0,EyO3JfnSc,1413764504,unknown,2017-03-08 09:19:51,正常,发表了文章《看到乐天集团侮辱性的语言，我们除了愤怒还要挽回国人的尊严》近日一段关于韩国的《环球新闻眼》采访乐天集团会长辛东彬的内容在网络流传。当记者问及当前中国人抵制乐天，乐天集团有何打算时，辛东彬面露笑容说：“他们非常市侩，无骨气无血性，我们降价他们就买。就http://t.cn/RiOa38D,1.0,1.0,0.0,15960,1824,18804,1
4278,95.0,1.0,EymoOoYtt,1413764504,unknown,2017-03-05 10:54:53,正常,关于乐天集团会长接受《环球新闻眼》就中国民间抵制乐天的采访回答（下图），你怎么看？你也是那种市侩之人么？你的行为也是一阵风么？你的国家情怀和个人利益哪个重？,3.0,4.0,9.0,15960,1824,18804,1
4279,98.0,1.0,EymN3CifY,1413764504,unknown,2017-03-05 11:54:37,正常,《环球新闻眼》采访乐天集团会长“前几年抵制日本货，结果那阵风过了后销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”如果此消息是真，乐天不倒，天理难容！如果此消息是假，国人应反思，在大是大非面前，是否会弃国家、民族利益而不顾。如果乐天疯狂打折，你去还是不去。但无论真假，韩国都已经在错误的路上越走越远，而我们中国人定不要在没有骨气的路上越走越远！合肥·肥西县2017-03-0511:54:37关注他举报收藏操作,0.0,1.0,0.0,15960,1824,18804,1
4280,96.0,1.0,EyqqVfkye,1413764504,unknown,2017-03-05 21:11:04,正常,韩国的《环球新闻眼》采访乐天集团会长幸东彬，当记者问及当前中国人抵制乐天，乐天集团有何打算时，他面露笑容说不用担心，他们非常市侩，无骨气无血性，我们降价他们就买，最多抵制一段时间，像刮阵风，对国家的责任感似乎很淡。无耻之言，不去韩国旅游购物，不看韩剧追韩星，天下兴亡，匹夫有责。2017-03-0521:11:04关注她举报收藏操作,0.0,18.0,0.0,15960,1824,18804,1
4281,98.0,1.0,EyqW5whL3,1413764504,unknown,2017-03-05 22:27:51,正常,乐天集团高层回应：“中国人毫无骨气，无血性！不会抵制太久！”中国人，你还去韩国吗？今天小编看到一则消息韩国《环球新闻眼》采访了乐天集团会长他的回应和态度，激怒了很多人……在微博中，他把我们形容成了：“没有骨气，毫无血性，只要降价就会买”的懦夫无数网友都震怒了…可以，你有你的倔强我们有我们的主张！！全国各地，乐天玛特部分货品下架、缺货！卫龙辣条都买不到！旅游局也已经有所动作！国家旅游局官网在3日中午时分发布了赴韩国旅游的相关提示▼重点已经给大家划出：国家旅游局提醒中国公民，清醒认识出境旅行风险，慎重选择旅游目的地。言下之意，这个国家，已经不值得信任！国家：话我就说到这了对不起乐天我们真不是在针对你…而是韩国这位乐天高层你这是在玩火！[组图共6张],1.0,12.0,0.0,15960,1824,18804,1
4282,98.0,1.0,EywldBUcJ,1413764504,unknown,2017-03-06 12:13:30,正常,韩国《环球新闻眼》采访乐天集团会长时，他们这样评论中国消费者！心中立马浮现10000只羊驼在奔驰！,6.0,2.0,2.0,15960,1824,18804,1
4283,107.0,1.0,EyEHBlXhL,1413764504,unknown,2017-03-07 09:30:37,正常,韩国乐天集团会长回应萨德：中国人无骨气无血性！全球华人的怒吼。。。乐天回应？刺痛国人今天的热门被这样一条消息霸占着：据中国商人杂志社消息：在《环球新闻眼》采访乐天集团会长时，当记者问及当前中国人抵制乐天，乐天集团有何打算，他面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”“前几年抵制日本货，结果那阵风过了后销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”如果此消息是真，如果乐天疯狂打折，国人是否如乐天会长所言无骨气无血性？如果此消息是假，国人应反思，在大是大非面前，是否会弃国家、民族利益而不顾。但无论真假，韩国都已经在错误的路上越走越远，而我们中国人定不要在没有骨气的路上越走越远！先来看两个短视频，哪怕再忙，也请你看看：70%的收入来自中国！自从韩国乐天与美国政府图谋部署“萨德”以来，中国外交部就提出了强烈抗议。从那开始，中国通过一些民间人士，智库机构，还有各相关政府部门从不同的渠道、方式向韩国表明了我们的反对立场及坚决态度，希望韩国悬崖勒马，不要做损人不利己、有损中国安全的事。然而，这些努力最终都化为了泡影。（韩国媒体为萨德配图，竟然将其瞄准五星红旗）2月27日，韩国乐天集团召开董事会会议，决定把星州高尔夫场地地皮转让给韩国国防部用于“萨德”反导系统。（乐天所属星州高尔夫球场，即将部署萨德）这意味着，美韩部署“萨德”已经迈入了快车道；这意味着，大半个中国将处于美韩的实时监控之下，你所乘坐的每一架航班都有可能被雷达扫描，暴露在导弹的威胁之下；这意味着，中国的国家安全受到了严重威胁，美日韩对我国的战略围堵更加严密，我们国家的安全形势变得更加险峻！大半个中国将笼罩在“萨德”反导系统的导弹发射区域内（萨德系统雷达笼罩范围）乐天集团签署萨德部署用地换地协议，引发中国的不满与抗议。3月4日，位于上海杨柳青路的超市“乐天玛特”，空空如也：群众在用实际行动抵制乐天超市/百货/楼盘这还有！不仅是民众自发抵制，网购大佬们也纷纷抵制（聚美优品CEO把所有乐天商品都下架了，大骂对方垃圾）忍无可忍便无需再忍！陈欧此举将掀起所有与乐天有业务交叉的中国企业全面出手。看到这些留言，我忍不住流泪了。大润发、众泰、吉利、五菱、大疆，纵然他们可能是假冒的，但也是老百姓的心声，是同仇敌忾、势不两立的决心！不仅是普通民众抵制....中国外交部强烈反击，力挺群众抵制乐天！中2017-03-0709:30:37关注她举报收藏操作,0.0,0.0,0.0,15960,1824,18804,1
4284,113.0,1.0,EyNt8rkm1,1768870040,unknown,2017-03-08 07:49:43,正常,韩国人真是当狗当出了骄傲，高举美国国旗高喊美韩同心，抵制中国，奴性国家真可悲，不过加油棒子国，你们是最差的！,0.0,6.0,0.0,501,239,69,1
4285,128.0,2.0,EywXS2Lsm,1801177375,unknown,2017-03-06 13:48:43,正常,韩国今天爆发大规模示威游行！示威者高举“美韩同心，与中国决一死战”的标语。哈韩！旅游！狂购！的你们该醒醒了！😡😡😡秒拍视频.2017-03-0613:48:43关注他举报收藏操作,31.0,62.0,42.0,982,528,491,1
4286,116.0,4.0,EyxpTyj0n,1954528013,unknown,2017-03-06 14:57:46,正常,韓國已經把抗議樸槿惠的事忘記了。出現數萬韓國人上街抗議中國干涉韓國內政部署薩德。韓國今天爆發大規模示威遊行！遊行高呼：「人在國在，美韓同心，與中國決一死戰！」韓國真的太噁心了不要批臉真的。秒拍视频.2017-03-0614:57:46关注他举报收藏操作,11.0,24.0,27.0,153,67,167,1
4287,96.0,1.0,EywHakZJs,3070531557,unknown,2017-03-06 13:07:34,正常,中国人都看看，韩国棒子高呼“美韩同心，跟中国决一死战”扬中市http://t.cn/Ri9jOSL.2017-03-0613:07:34关注她举报收藏操作,2.0,2.0,10.0,98,553,165,1
4288,115.0,2.0,Eywd41RwH,1413764504,unknown,2017-03-06 11:53:24,正常,看乐天是如何看待中国人，骨子里透露怎一个卑贱！据中国商人杂志社消息：在《环球新闻眼》采访乐天集团会长时，当记者问及当前中国人抵制乐天，乐天集团有何打算，他面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”“前几年抵制日本货，结果那阵风过了后销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”2017-03-0611:53:24关注他举报收藏操作,8.0,19.0,25.0,15960,1824,18804,1
4289,107.0,1.0,Eyxzm8yr3,1413764504,unknown,2017-03-06 15:21:04,正常,#韩国说要部署萨德#如果韩国部署了萨德，会对中国构成极大军事威胁，3月4日，《环球新闻眼》采访乐天集团董事长辛东彬说：他们无骨气无血性，我们降价他们就会去买。韩国最大新闻网站上韩棒的评论更厉害了：中国人终于不来了我要去济州岛玩两天；太好了谢谢中国啊！,0.0,12.0,4.0,15960,1824,18804,1
4290,95.0,1.0,EuWn03R96,3253854247,unknown,2017-02-10 23:08:05,正常,小强（蟑螂）、灰常（非常）；汗（吃惊）、童鞋（同学），584人受伤、这些你们必须懂；酱紫（这样子），神马（什么）……打酱油的（路过）；甘肃定西6.6级地震已造成75人遇难……滨州·滨州技师学院2017-02-1023:08:05关注她举报收藏操作,0.0,0.0,0.0,175,273,42,1
4291,97.0,1.0,Ev9Y3E1wt,3253854247,unknown,2017-02-12 09:45:06,正常,据新华社，截至目前！甘肃定西6.6级地震已造成75人遇难！2017-02-1209:45:06关注他举报收藏操作,0.0,0.0,0.0,175,273,42,1
4292,100.0,1.0,EvKZElIdR,3253854247,unknown,2017-02-16 08:00:39,正常,甘肃定西6.6级地震已造成75人遇难。必须挽起衣袖……带上坚强勇敢去闯；据新华社：截至目前！584人受伤：不管未来是否遍体鳞伤2017-02-1608:00:39关注她举报收藏操作,1.0,0.0,1.0,175,273,42,1
4293,100.0,1.0,EvO01wFNe,3253854247,unknown,2017-02-16 15:39:49,正常,584人受伤……甘肃定西6.6级地震已造成75人遇难！习惯了孤独、学会了坚强；懂得了知足……习惯了寂寞：窗外吹着凉凉的秋风：截至目前！可为什么还是会失眠呢，心里到底在想什么呢[昂]济南·老船夫海鲜馆2017-02-1615:39:49关注他举报收藏操作,2.0,0.0,2.0,175,273,42,1
4294,98.0,1.0,EvVTKeOKq,3253854247,unknown,2017-02-17 11:46:20,正常,这些人我们都知道的；截至目前。哈哈哈。584人受伤、甘肃定西6.6级地震已造成75人遇难：大家看看人家做自媒体一个月的收入、值得自己学习：据新华社2017-02-1711:46:20关注她举报收藏操作,0.0,0.0,2.0,175,273,42,1
4295,102.0,1.0,ExnbP37eu,3253854247,unknown,2017-02-26 23:05:19,正常,人这么一辈子，——《你要配得上自己所受的苦》，截至目前：无助和患得患失：最难的不是跳下来那一刻。却跳过去了，甘肃定西6.6级地震已造成75人遇难，根本无法向别人倾诉……2017-02-2623:05:19关注他举报收藏操作,5.0,0.0,0.0,175,273,42,1
4296,101.0,1.0,EyHvaywnz,3026507873,unknown,2017-03-07 16:38:14,正常,近日流传在中国网络的一则消息称，韩国的《环球新闻眼》采访乐天集团会长辛东彬，当记者问及当前中国人抵制乐天，乐天集团有何打算时，辛东彬面露笑容说：“不用担心，中国人非常市侩，无骨气无血性，我们降价他们就买。我对乐天在中国市场的前景非常乐观。根据以往的经验，他们最多抵制一段时间，像刮阵风。”,1.0,0.0,1.0,1,79,788,1
4297,107.0,1.0,Eyoyk1xmK,3253854247,unknown,2017-03-05 16:23:48,正常,还是另寻地方吧！截至目前、584人受伤，生意不好做啊……甘肃定西6.6级地震已造成75人遇难[雪]2017-03-0516:23:48关注她举报收藏操作,0.0,0.0,0.0,175,273,42,1
4298,100.0,1.0,Eyx1o8dKd,2304716103,unknown,2017-03-06 13:57:23,正常,从韩国刚发回的视频，韩国今天爆发大规模示威游行。口号是：“美韩同心，与中国决一死战！”韩剧，整形，乐天，化妆品，挣着中国人的钱，伤着中国人的心。秒拍视频.2017-03-0613:57:23关注他举报收藏操作,2.0,7.0,0.0,2118,373,55,1
4299,95.0,1.0,EyxlNopyc,2304716103,unknown,2017-03-06 14:47:39,中,韩国今天爆发大规模示威游行！示威者高举“美韩同心，与中国决一死战”的标语。中国人赶快警醒行动起来，有国才有家！有没有大战在即的感觉？国人醒醒，提高觉悟，快转发吧秒拍视频.2017-03-0614:47:39关注他举报收藏操作,0.0,0.0,0.0,2118,373,55,1
4300,105.0,6.0,EySV1E0Ru,2157804672,unknown,2017-03-08 21:42:09,正常,终于：韩国领导集体下跪道歉，宣布撤出萨德部署，我军实力惊人！终于：韩国领导集体下跪道歉，宣布撤出萨德部署，我军实力惊人！2017-03-0821:42:09关注他举报收藏操作,0.0,5.0,25.0,650,424,1082,1
4301,117.0,1.0,EyxpgeKb7,2304716103,unknown,2017-03-06 14:56:12,正常,韩国今天爆发大规模示威游行，示威者高举美韩同心与中国决一死战的标语，中国人赶快觉醒起来，有国才有家秒拍视频.2017-03-0614:56:12关注她举报收藏操作,12.0,21.0,8.0,2118,373,55,1
4302,97.0,1.0,EywIg2poM,2304716103,unknown,2017-03-06 13:10:15,正常,韩国今天爆发大规模示威游行！“人在国在，美韩同心，与中国决一死战！”http://t.cn/Ri9Yh17.2017-03-0613:10:15关注他举报收藏操作,36.0,9.0,20.0,2118,373,55,1
4303,95.0,1.0,EyxNXsS3w,2304716103,unknown,2017-03-06 15:57:03,正常,#萨德#韩国近日发起大规模示威游行，标语是，美韩联手干掉中国，你是怎么想的？秒拍视频.2017-03-0615:57:03关注他举报收藏操作,2.0,4.0,19.0,2118,373,55,1
4304,121.0,3.0,EyJMgEBMZ,5250852023,unknown,2017-03-07 22:25:51,正常,韩国紧急宣布停止建设萨德系统。并向中国致歉。如果不真实！让韩国死无葬身之地！@手机QQ浏览器韩国紧急宣布停止建设萨德系统。并向中国致歉。如果不真实！让韩国死无葬身之地！[组图共9张],1.0,24.0,50.0,547,333,358,1
4305,577.0,168.0,EyTWO0EwO,1722302122,unknown,2017-03-09 00:19:16,正常,我发表了头条文章:《震惊地球●韩国领导集体下跪道歉，宣布撤出萨德部署》123456782017-03-0900:19:16关注他举报收藏操作,448.0,962.0,194.0,6716,189,249,1
4306,94.0,1.0,EyxfAoxvl,2110214457,unknown,2017-03-06 14:32:21,中,韩国爆发大规模示威游行。口号：“美韩同心，与中国决一死战！”韩剧、整形、乐天、化妆品......用挣到的中国人的钱，攻打中国[心碎][心碎][心碎]各位代购们都醒醒吧！武汉·东西湖区http://t.cn/Ri9dZCy.2017-03-0614:32:21关注她举报收藏操作,0.0,0.0,1.0,1606,731,375,1
4307,105.0,1.0,EyuFA6URB,1918118907,unknown,2017-03-06 07:58:10,正常,#韩国部署萨德#【乐天集团董事长辛东彬说：他们无骨气无血性，我们降价他们就会去买】3月4号，财经内参报道：据中国商人杂志社消息：在《环球新闻眼》采访乐天集团会长时，当记者问及当前中国人抵制乐天，乐天集团有何打算，他面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风”！所有中国人是该抵制乐天的时候了！,5.0,6.0,4.0,30,287,135,1
4308,107.0,1.0,EyQTN1pjZ,2451753661,unknown,2017-03-08 16:33:36,正常,韩国乐天老板在韩国报纸公开骂中国人是脏猪，乐天商场的购物环境中国人不配，一旦降价中国人就去买，中国人真是低等猪。作为一个中国人，千万千万不要再去乐天购物，再便宜也不去！这是中国人的脊梁！拿出骨气给韩国棒子看看！外交部长王毅和韩国乐天老板打赌，如果这条信息转发量超过10万人，乐天老板就跪下道歉，宣布退出中国市场！！不转不是中国人！炎黄子孙中华儿女们转起来！！🇨🇳2017-03-0816:33:36关注他举报收藏操作,0.0,2.0,1.0,160,57,109,1
4309,7478.0,2.0,EyAnVDxRw,5455308325,unknown,2017-03-06 22:31:10,正常,#抵制萨德从我做起#韩妆虽平价好用也并非无可替代，总结了65种完美替代韩妆的好物，从平价到贵价，这几年韩妆火的都写了。乐天这傻逼地方就永别了…你中国爸爸们还真不稀的买#美来自人民币##美妆手帐#@微博时尚[组图共9张],15368.0,16598.0,8598.0,18,48,262,1
4310,121.0,1.0,EuKKSExsu,5084797875,unknown,2017-02-09 17:33:59,正常,这是某地壶口瀑布发生的一起真实意外事件，令人感到震撼，无奈！落入虎口还是落入壶口，都是对规则无视的结果！平时闯个红灯、插个队、逃个票以为是不拘小节，甚至还自鸣得意，谁能料想这一次等待他们的是这样的结果。依然是规则！秒拍视频.2017-02-0917:33:59关注他举报收藏操作,21.0,15.0,13.0,56,253,1056,1
4311,95.0,1.0,Eyz62kf3n,5447807853,unknown,2017-03-06 19:14:20,正常,💥作为一个中国人，我转了‼️[炸弹]看看韩国人在干什么？！拉着美韩的旗帜，喊着美韩同心打倒中国🇨🇳的口号‼️国家旅游局通知：即日起停止一切赴韩旅游业务包括个人游。所有韩国团队必须在3月14日回国！韩国产品已全部下线，停止贩卖韩国观光商品。外交部取...,0.0,0.0,0.0,129,339,123,1
4312,98.0,1.0,EyVXvvQXm,5447807853,unknown,2017-03-09 05:26:30,正常,中国必胜！💪💪近日，网上流传一则韩国当地集会视频，有人称这是在向中国示威，口号则是“美韩同心，与中国决一死战”！实际上，根据媒体报道，3月6日韩国特别检查组公布了对朴槿惠、崔顺实的调查报告，就在http://t.cn/RilH7xs2017-03-0905:26:30关注他举报收藏操作,0.0,0.0,0.0,129,339,123,1
4313,92.0,1.0,Ez0ZnhCbp,5447807853,unknown,2017-03-09 18:14:50,正常,还美韩同心你们不就是美国的狗罢了韩国爆发大规模示威游行！示威者高举美韩同心，与中国决一死战的标语昨天还觉得应该2017-03-0918:14:50关注他举报收藏操作,0.0,0.0,0.0,129,339,123,1
4314,94.0,1.0,EyAYs4eQ8,5447807853,unknown,2017-03-07 00:01:08,正常,美韩同心，中国人要警惕起来，地址一切韩货http://t.cn/RiCqEgB2017-03-0700:01:08关注她举报收藏操作,0.0,0.0,0.0,129,339,123,1
4315,116.0,1.0,ExbKFiAeY,2646956932,unknown,2017-02-25 17:58:12,中,重庆市西南附属一院：今天凌晨8点43分，五名男女生感染H7N9病毒死亡，最大的59岁，最小的16岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃魚，凉皮，冷面类，酸菜，特别是草魚，酸菜魚，鸡，鸭，水煮魚，目前有3167个已感染，万盛有1例，江津2例，永川3例。,0.0,1.0,2.0,31,214,171,1
4316,95.0,1.0,Eycj1rvT6,1413764504,unknown,2017-03-04 09:13:09,正常,韩国的《环球新闻眼》采访乐天集团会长辛东彬，当记者问及当前中国人抵制乐天，乐天集团有何打算时，辛东彬面露笑容说：“不用担心，他们非常市侩，无骨气无血性，我们降价他们就买。根据以往的经验，他们最多抵制一段时间，像刮阵风。”说到这，辛东彬对着镜头哈哈一笑，“就像《SuperStarK5》中的作秀，装模作样，激情四射，等那一阵激动劲过了，就好像什么事都没发生过。我们只须打打折，他们就会像捡了大便宜似的蜂拥而来。前几年抵制日本货、菲律宾的水果，结果那阵风过了后他们的销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”,5.0,4.0,3.0,15960,1824,18804,1
4317,116.0,1.0,Ez2MP6C5d,2026331305,unknown,2017-03-09 22:49:24,正常,#萨德开始部署#在这个时刻，萨德在韩国开始部署，你却还在为一个韩国人生日而祝福。你们怎么看？[组图共2张],7.0,18.0,36.0,836,436,287,1
4318,117.0,1.0,EyXuUDqWZ,3187158380,unknown,2017-03-09 09:21:33,正常,韩国领导，终于：集体下跪道歉！宣布撤出萨德部署，我军实力惊人！中国必胜！#萨德##中国式脑残#[组图共6张],3.0,7.0,18.0,11,313,132,1
4319,152.0,2.0,ExjEL5dF5,2646956932,unknown,2017-02-26 14:05:37,正常,：重庆西南医院今天凌晨8点43分，五名男女生感染H7N9病毒死亡，最大的59岁，最小的16岁，参与抢救的医生已被隔离，中央1台电视新闻己播岀，暂时别吃魚，凉皮，冷面类，酸菜，特别是草魚，酸菜魚，鸡，鸭，水煮魚，目前有3167个已感染，万盛有1例，江津2例，永川3例。收到马上发给你关心的。@TFBOYS-王俊凯@TFBOYS-易烊千玺@TFBOYS-王源你们千万不要回重庆，千万不要吃这些东西。2017-02-2614:05:37关注她举报收藏操作,1.0,3.0,12.0,31,214,171,1
4320,93.0,1.0,EyKSsyIgc,1413764504,unknown,2017-03-08 01:13:51,中,《环球新闻眼》采访乐天集团会长辛天彬时说我们中国人：他们非常市侩，没有骨气，没有血性，我们降价他们就买了，根据以往的经念，他们最多抵制一段时间，像刮一阵风，只关心自己的利益，对国家的责任感很淡，不像我们。。。。。。中国人真的是他说的那样么?2017-03-0801:13:51关注他举报收藏操作,0.0,1.0,1.0,15960,1824,18804,1
4321,97.0,1.0,EyOIFuNSm,1413764504,unknown,2017-03-08 11:00:44,正常,《环球新闻眼》采访乐天集团会长“前几年抵制日本货，结果那阵风过了后销量猛增。你不了解中国人，他们都非常的市侩，我们真的不用担心什么。他们更关心的是自己的利益，对国家的责任感似乎很淡，不像我们。”不管这是不是真的，反正我感觉很有道理2017-03-0811:00:44关注他举报收藏操作,0.0,3.0,0.0,15960,1824,18804,1
4322,93.0,1.0,Ez0qY88on,2326448852,unknown,2017-03-09 16:50:04,中,请所有家长注意了，挨千刀的狼又来了，昨天在六桶被偷了三个孩子，开阳县也丢了两个孩子～有一个陌生人刚把孩子迷晕，幸好被人及时发现，偷孩子的两个人被抓了起来，现关在修文派出所。根据他们交代，这一次他们这个团伙派了一百多人，专偷七岁以上的孩子，可能是要人体器官，比如肾脏什么的。前天重庆偷了5个孩子，最小4岁，最大12岁，现已全城戒严。在微信圈发一下，提醒各位父母，孩子贪玩，时时关注玩耍去向。莫一时大意，丢了孩子。请看管好自己的宝贝儿！昨天晚饭时，城关一妇女一个1岁多的小孩被3疑犯抢走注意了，皖M.68815奥迪车，在各学校门口抢小孩！！！110已经证实！！贵阳全市通缉！！不求点赞只求扩散！城关抢孩子的也是真的，那的朋友说的紧急通知：请大家注意：家里有孩子的大人都要看好，来了100多个外地人，现已经到了贵阳等地专门偷抢小孩的，已丢了20多个，解剖了7个小孩的胸部，拿走器官。凡是在街上转来转去的陌生人，开面包车，收粮食的车，收旧家电的，带黑口罩的人，穿黑裤子的人，说不完整普通话的人，其中里面还有一些年轻妇女，若有问路，脚步千万别停下，不要理答他们。，收到的人都要传下，这是事实！让更多的人知道，转一次可能就能拯救几个孩子的生命。这是学校的老师发过来的，群多的都转一下！生命可贵！太可怕了。为了孩子转发吧！重庆·江津区2017-03-0916:50:04关注他举报收藏操作,0.0,1.0,0.0,108,340,97,1
4323,101.0,2.0,EyOl3Fl2T,1413764504,unknown,2017-03-08 10:02:33,正常,重大新闻！！！韩国乐天集团力挺部署萨德已落定，美韩不顾中国的抗议，竟然公开挑战中国的底线。韩国《环球新闻眼》采访乐天集团会长辛东彬，记者问到中国人乐天，乐天将作何打算这一问题时，辛东彬不以为然地说到，不用担心，中国人非常贱，无骨气无血性，我们降价，他们就买，我对乐天集团在中国市场的前景非常乐观，根据以往的经验，他们最多抵制一段时间，像刮阵风，唉，中国人民你们听到这些话，所有的中国人该反思了，我们做老百姓的，有些地方也是该反思反思了，在严骏的复杂的国际形势下，我们14亿中国人应该紧紧拥抱在一起，紧随在以习近平主席领导下党中央周围，风雨同舟，重拳反击外侵，坚决抵制美韩日货，做一个有血有肉有骨气的中国人。2017-03-0810:02:33关注她举报收藏操作,0.0,8.0,0.0,15960,1824,18804,1
4324,140.0,1.0,EyxvesyxH,5991782742,unknown,2017-03-06 15:10:55,正常,朋友圈发的韩国游行小视频，说游行口号是：美韩一心，和中国决一死战……这是真的假的啊？who怕who啊@LifeTime@头条新闻@新浪娱乐#韩国游行#秒拍视频.2017-03-0615:10:55关注她举报收藏操作,22.0,29.0,31.0,31,371,209,1
4325,122.0,1.0,Ey3kvpfOe,2629739071,unknown,2017-03-03 10:22:05,正常,浙江宁波大火现场，高温来临请大家注意防火防灾。为了家人和朋友的健康，要注意安全，注意安全，注意安全_(._.)_　重要的事说3边http://t.cn/RiJ3YJe.2017-03-0310:22:05关注他举报收藏操作,16.0,21.0,22.0,149,120,104,1
4326,100.0,1.0,Ew6NVuTIE,2568027665,unknown,2017-02-18 15:32:12,正常,各位朋友：中央电视台《焦点访谈》已经播出，务必把这条信息发给你知道的群。雪花啤酒含有日本禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），雪碧，可口可乐，原丹东鸭绿江啤酒，青岛啤酒，雪花啤酒等里面都有多菌灵。香港食环署正在了解此事件。专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。2017-02-1815:32:12关注她举报收藏操作,0.0,0.0,2.0,129,263,273,1
4327,96.0,2.0,Ez3iDxh5F,2515322103,unknown,2017-03-10 00:07:47,中,[央视13新闻]3月8日21:30报道:特大消息:今天下午14:30左右，正在韩国安装的萨德基地突然发生爆炸，死亡6人，重伤3O人。原因正在调查。真是大快人心!老天爷顺民心不容安装。[组图共4张],41.0,3.0,15.0,5,58,4,1
4328,95.0,1.0,EvOk8gINI,1786748495,unknown,2017-02-16 16:29:21,正常,速转！十万火急❗❗❗❗❗❗亲:不管多忙，请转发到你的另外群。各位朋友：中央电视台《焦点访谈》已经播出，务必把这条信息发给你知道的群。雪花啤酒含有日本禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），雪碧，可口可乐，原丹东鸭绿江啤酒，青岛啤酒，雪花啤酒等里面都有多菌灵。香港食环署正在了解此事件。专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。——请火速转给你在乎的朋友，不要给孩子们喝这种饮料。.速转！十万火急！！！亲:不管多忙，请转发到你的另外群。日本鬼子太坏了，就是要慢性毒杀中国人啊！想让中国人断子绝孙啊！太坏了！有半点良心就转发吧！西安·雁塔区2017-02-1616:29:21关注她举报收藏操作,0.0,0.0,0.0,10409,1063,707,1
4329,109.0,2.0,EzfDR9dHO,5932650082,unknown,2017-03-11 07:33:01,正常,"湖南省宜章县梅田镇三医院今凌晨两点四十分三名h7n9感染者已死亡,最大的32岁最小的5岁。参与救治的医生已被隔离!中央1台已播出,暂时别吃鸡.鸭.鱼.凉皮.酸菜等!目前大连已有31670个感染者,为了各位朋友们的健康请转发!🙏🙏🙏2017-03-1107:33:01关注她举报收藏操作",0.0,4.0,0.0,115,166,33,1
4330,149.0,1.0,Eziy3njRx,1866795607,unknown,2017-03-11 14:56:58,正常,"“抵制萨德和抵制吃塑料袋，大家喜欢干那个事？”盛东辉的秒拍视频(使用#秒拍#录制,免流量看热门短视频!)2017-03-1114:56:58关注他举报收藏操作",57.0,114.0,27.0,49,244,86,1
4331,94.0,1.0,Ew4uHCSjS,2309103927,unknown,2017-02-18 09:39:22,中,震惊了。紫菜竟然用废弃的黑塑料袋子制成，食品安全真的要切实抓好。http://t.cn/RJELHow.2017-02-1809:39:22关注他举报收藏操作,4.0,1.0,1.0,3,18,403,1
4332,95.0,1.0,EyhkD0fag,2882040964,unknown,2017-03-04 22:00:50,正常,求转本人：张明均，电话13008199279今天上午的2岁女儿在西门牌坊附近被人拐走了，女儿能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现我们家老太太都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张明均如果看一眼懒得转的冷漠人也请你伸出手指按3秒看到就转转吧我们都会有孩子谢谢你必有重谢5万元整谁的群多大家帮忙转发一下！好人一生平安。_转发一次本人发红包8.88元本人张明均，电话13008199279@cassiey玲姑娘@暴走漫画@军武次位面@聚美陈欧2017-03-0422:00:50关注他举报收藏操作,0.0,0.0,0.0,419,457,519,1
4333,118.0,1.0,Eyp9eBAkG,2127508272,unknown,2017-03-05 17:54:44,正常,『【火燒龍口粉條】』今日，一朋友發此視頻，告誡市民莫在地攤上買便宜食材。一卷卷龍口牌粉絲經火燒後成烏黑的塑料狀溶液，方信塑料做粉色的傳言為真。我國的食品安全，已經到了令人髮指的地步。執政者再不拿出強有力的措施，百姓將何以生存。成都·郫县http://t.cn/Rio8xhe.2017-03-0517:54:44关注他举报收藏操作,14.0,0.0,46.0,1242,251,352,1
